sciName,comName,locName,obsReviewed,obsValid,obsDt,lat,howMany,subId,locationPrivate,lng,speciesCode,locId
Calidris mauri,Western Sandpiper,Ballona Freshwater Marsh,False,True,2023-10-01 20:26,33.9701285,3,S151235723,False,-118.4305573,wessan,L160935
Calidris mauri,Western Sandpiper,Coquille River--South Jetty ,False,True,2023-10-01 23:02,43.1222404,49,S159548563,False,-124.4282663,wessan,L774789
Calidris mauri,Western Sandpiper,Soap Lake City Park,False,True,2023-10-01 17:48,47.3931491,5,S151228931,False,-119.4848049,wessan,L16413338
Calidris mauri,Western Sandpiper,Tsawwassen Ferry Terminal Jetty,False,True,2023-10-01 17:15,49.0157109,100,S151233352,False,-123.117063,wessan,L282714
Calidris mauri,Western Sandpiper,Lake Earl and Tolowa--The Narrows,False,True,2023-10-02 18:06,41.8415598,50,S151311301,False,-124.2059326,wessan,L6283356
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-02 16:06,45.5231871,15,S151311034,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Soap Lake,False,True,2023-10-02 12:55,47.3962264,1,S152119985,False,-119.4840758,wessan,L258171
Calidris mauri,Western Sandpiper,Sitka Sound--north,False,True,2023-10-02 10:01,57.1560736,5,S151287753,False,-135.4254284,wessan,L3883665
Calidris mauri,Western Sandpiper,Tsawwassen Ferry Terminal Jetty,False,True,2023-10-02 09:53,49.0157109,30,S151277236,False,-123.117063,wessan,L282714
Calidris mauri,Western Sandpiper,CR104 (YOL Co.),False,True,2023-10-03 18:00,38.6112691,55,S151449311,False,-121.692545,wessan,L1868263
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-03 18:21,45.5231871,26,S151381579,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Soap Lake,False,True,2023-10-03 17:21,47.3962264,4,S151377044,False,-119.4840758,wessan,L258171
Calidris mauri,Western Sandpiper,Esquimalt Lagoon,False,True,2023-10-03 15:56,48.4257613,7,S151376612,False,-123.4631732,wessan,L350246
Calidris mauri,Western Sandpiper,CR104--Ponds,False,True,2023-10-04 17:51,38.5973164,70,S151447053,False,-121.696584,wessan,L17972762
Calidris mauri,Western Sandpiper,Heron Lakes Golf Club--Force Lake,False,True,2023-10-04 18:19,45.604911,12,S151445123,False,-122.6953554,wessan,L1027749
Calidris mauri,Western Sandpiper,Soap Lake,False,True,2023-10-04 17:25,47.3962264,5,S151446507,False,-119.4840758,wessan,L258171
Calidris mauri,Western Sandpiper,Mendenhall Wetlands SGR--E of river mouth,True,True,2023-10-04 07:00,58.3495957,3,S151438577,False,-134.5714474,wessan,L516847
Calidris mauri,Western Sandpiper,Esquimalt Lagoon,False,True,2023-10-04 17:52,48.4257613,8,S151452117,False,-123.4631732,wessan,L350246
Calidris mauri,Western Sandpiper,"Auto selected 28.94777, -113.45386",False,True,2023-10-04 10:55,28.94777,10,S151481315,True,-113.453857,wessan,L27385871
Calidris mauri,Western Sandpiper,Entrada al Playon - Balao,False,True,2023-10-04 12:03,-2.9244809,3,S151445166,True,-79.8393648,wessan,L10311157
Calidris mauri,Western Sandpiper,"Mission Bay Park, San Diego US-CA (32.7952,-117.2095)",False,True,2023-10-05 18:10,32.795238,10,S151544858,True,-117.209499,wessan,L27397449
Calidris mauri,Western Sandpiper,Fort Stevens SP--South Jetty/Parking Area C,False,True,2023-10-05 18:11,46.2286726,300,S151514821,False,-124.0217721,wessan,L887381
Calidris mauri,Western Sandpiper,Soap Lake,False,True,2023-10-05 17:05,47.3962264,1,S151513575,False,-119.4840758,wessan,L258171
Calidris mauri,Western Sandpiper,Iona Island (General),False,True,2023-10-05 16:38,49.2213299,10,S151546935,False,-123.2110997,wessan,L261851
Calidris mauri,Western Sandpiper,Estero Punta Banda--Embalse,False,True,2023-10-05 14:30,31.7176905,1000,S151515006,False,-116.6521454,wessan,L619238
Calidris mauri,Western Sandpiper,Antigua Estación de Tren,False,True,2023-10-05 07:05,20.2979798,1,S151507920,False,-103.177296,wessan,L2088393
Calidris mauri,Western Sandpiper,CR104--Ponds,False,True,2023-10-06 18:44,38.5973164,8,S152954284,False,-121.696584,wessan,L17972762
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-06 18:34,45.5231871,,S151616773,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Ocean Shores -- Bill's Spit,False,True,2023-10-06 12:21,46.9648907,8,S151564749,False,-124.1339435,wessan,L269804
Calidris mauri,Western Sandpiper,Izembek NWR--Outer Marker,False,True,2023-10-06 14:15,55.297069,1,S152678459,False,-162.78992,wessan,L9916446
Calidris mauri,Western Sandpiper,Tsawwassen Ferry Terminal Jetty,False,True,2023-10-06 10:44,49.0157109,60,S151560494,False,-123.117063,wessan,L282714
Calidris mauri,Western Sandpiper,Playa y Laguna Ordaz,False,True,2023-10-06 11:45,30.9674533,13,S151564981,True,-116.2680633,wessan,L27401385
Calidris mauri,Western Sandpiper,Estero Tastiota--Halophyte,False,True,2023-10-06 08:51,28.36385,32,S200918241,True,-111.42265,wessan,L6484757
Calidris mauri,Western Sandpiper,"Crystal Cove State Beach, Corona Del Mar, CA  92625, United States",False,True,2023-10-07 22:24,33.5712261,1,S157817626,True,-117.8379785,wessan,L28580327
Calidris mauri,Western Sandpiper,Goose Point,False,True,2023-10-07 17:19,45.5085881,4,S151672966,False,-123.8872687,wessan,L1618690
Calidris mauri,Western Sandpiper,Neah Bay - Tsoo-Yess Beach Road,False,True,2023-10-07 17:30,48.3057168,1,S151823726,True,-124.6621061,wessan,L18821876
Calidris mauri,Western Sandpiper,Kenai--Tarbox Wildlife Viewing Platform,True,True,2023-10-07 13:20,60.5420341,11,S151673481,False,-151.2194681,wessan,L937659
Calidris mauri,Western Sandpiper,Delta—Boundary Bay - 96th to 104th Sts.,False,True,2023-10-07 16:39,49.0730526,400,S151667175,False,-122.9484991,wessan,L340159
Calidris mauri,Western Sandpiper,La Lagunita El Ciprés,False,True,2023-10-07 14:15,31.816366,160,S151667099,False,-116.606521,wessan,L371159
Calidris mauri,Western Sandpiper,Estero Santa Cruz,False,True,2023-10-07 11:54,28.7914163,4,S151770319,False,-111.9012451,wessan,L500723
Calidris mauri,Western Sandpiper,San Diego River mudflats (including Robb Field & north side),False,True,2023-10-08 18:42,32.7568803,,S151768890,False,-117.2401432,wessan,L506275
Calidris mauri,Western Sandpiper,Mark Hatfield Marine Science Center and Estuary Trail,False,True,2023-10-08 17:09,44.6231604,85,S151768381,False,-124.0434766,wessan,L613298
Calidris mauri,Western Sandpiper,Neah Bay--town and bay only,False,True,2023-10-08 17:51,48.3666101,4,S151766161,False,-124.6215677,wessan,L6517534
Calidris mauri,Western Sandpiper,South Thompson River past Chase,False,True,2023-10-08 18:02,50.816361,2,S153049299,True,-119.707254,wessan,L27680061
Calidris mauri,Western Sandpiper,Antigua Estación de Tren,False,True,2023-10-08 10:10,20.2979798,15,S151800896,False,-103.177296,wessan,L2088393
Calidris mauri,Western Sandpiper,American Canyon Wetlands--Eucalyptus Rd.,False,True,2023-10-09 17:41,38.1808883,15,S151852041,False,-122.2774029,wessan,L590817
Calidris mauri,Western Sandpiper,Fern Ridge WMA--Perkins Peninsula,False,True,2023-10-09 16:20,44.0569986,5,S151847835,False,-123.2899475,wessan,L742874
Calidris mauri,Western Sandpiper,Soap Lake,False,True,2023-10-09 17:45,47.3962264,2,S151846048,False,-119.4840758,wessan,L258171
Calidris mauri,Western Sandpiper,Delta—Boundary Bay 96-88 St. (mansion),False,True,2023-10-09 17:32,49.0699049,20,S151846116,False,-122.9679319,wessan,L341182
Calidris mauri,Western Sandpiper,Rio Ameca--Desembocadura (Nayarit),False,True,2023-10-09 09:38,20.6757477,14,S151826482,False,-105.2817847,wessan,L990064
Calidris mauri,Western Sandpiper,Crown Memorial SB--Crab Cove area,False,True,2023-10-10 17:39,37.7684076,45,S151924168,False,-122.2774389,wessan,L1124286
Calidris mauri,Western Sandpiper,Yaquina River--South Jetty,False,True,2023-10-10 13:43,44.6110011,23,S151903153,False,-124.0752983,wessan,L779533
Calidris mauri,Western Sandpiper,Soap Lake,False,True,2023-10-10 17:10,47.3962264,2,S152127927,False,-119.4840758,wessan,L258171
Calidris mauri,Western Sandpiper,Delta—Boundary Bay 96-88 St. (mansion),False,True,2023-10-10 17:45,49.0699049,10,S151921587,False,-122.9679319,wessan,L341182
Calidris mauri,Western Sandpiper,La Lagunita El Ciprés,False,True,2023-10-10 16:00,31.816366,25,S151919488,False,-116.606521,wessan,L371159
Calidris mauri,Western Sandpiper,"83566, Puerto Peñasco MX-Son. 31.27014, -113.36989",False,True,2023-10-10 16:42,31.270143,2,S151916553,True,-113.369891,wessan,L27467552
Calidris mauri,Western Sandpiper,Bayshore Bikeway--10th Street (Pond 23),False,True,2023-10-11 17:45,32.5901154,21,S151989728,False,-117.1133738,wessan,L859942
Calidris mauri,Western Sandpiper,Mark Hatfield Marine Science Center and Estuary Trail,False,True,2023-10-11 16:12,44.6231604,25,S151982036,False,-124.0434766,wessan,L613298
Calidris mauri,Western Sandpiper,Sandy Point,False,True,2023-10-11 17:40,48.7871878,5,S153564090,False,-122.7081871,wessan,L433644
Calidris mauri,Western Sandpiper,Sooke--Whiffin Spit Park,False,True,2023-10-11 16:20,48.3590448,2,S151985360,False,-123.7175942,wessan,L351678
Calidris mauri,Western Sandpiper,Laguna de Los Patos,False,True,2023-10-11 16:24,22.1979647,109,S151983743,False,-105.317384,wessan,L8425079
Calidris mauri,Western Sandpiper,CR104--Ponds,False,True,2023-10-12 17:51,38.5973164,30,S152055522,False,-121.696584,wessan,L17972762
Calidris mauri,Western Sandpiper,Fern Ridge WMA--Perkins Peninsula,False,True,2023-10-12 17:08,44.0569986,6,S152049573,False,-123.2899475,wessan,L742874
Calidris mauri,Western Sandpiper,Sandy Point,False,True,2023-10-12 16:05,48.7871878,23,S152053402,False,-122.7081871,wessan,L433644
Calidris mauri,Western Sandpiper,Delta—Boundary Bay,False,True,2023-10-12 17:44,49.0659373,35,S152202519,False,-122.9678249,wessan,L339316
Calidris mauri,Western Sandpiper,Estero Santa Cruz,False,True,2023-10-12 09:11,28.7914163,,S152882716,False,-111.9012451,wessan,L500723
Calidris mauri,Western Sandpiper,Antigua Estación de Tren,False,True,2023-10-12 07:22,20.2979798,1,S152039633,False,-103.177296,wessan,L2088393
Calidris mauri,Western Sandpiper,Coal Oil Point Reserve--Devereux Slough,False,True,2023-10-13 17:56,34.4136013,6,S152121581,False,-119.8756027,wessan,L615794
Calidris mauri,Western Sandpiper,Cold Springs NWR,False,True,2023-10-13 17:16,45.8502011,,S152647864,False,-119.1532407,wessan,L341405
Calidris mauri,Western Sandpiper,Yakima River Delta,False,True,2023-10-13 14:40,46.2406574,8,S152113183,False,-119.2355783,wessan,L109551
Calidris mauri,Western Sandpiper,Kenai--Tarbox Wildlife Viewing Platform,True,True,2023-10-13 17:00,60.5420341,14,S152132740,False,-151.2194681,wessan,L937659
Calidris mauri,Western Sandpiper,Oyster Bay,False,True,2023-10-13 17:33,49.8969566,5,S152122211,False,-125.1516151,wessan,L600669
Calidris mauri,Western Sandpiper,Laguna de La Salina,False,True,2023-10-13 15:01,32.056249,20,S152160534,False,-116.8747804,wessan,L620972
Calidris mauri,Western Sandpiper,Estero de Santa Rosa,False,True,2023-10-13 15:13,28.9718784,7,S152193138,False,-112.1551323,wessan,L12965128
Calidris mauri,Western Sandpiper,"Nayarit, MX (22.17, -105.354)",False,True,2023-10-13 09:16,22.1698892,3,S152111871,True,-105.35407,wessan,L16030036
Calidris mauri,Western Sandpiper,Alamitos Bay--Marine Stadium Park,False,True,2023-10-14 18:39,33.7609926,2,S152263263,False,-118.1228438,wessan,L3403561
Calidris mauri,Western Sandpiper,Schooner Creek pullout,False,True,2023-10-14 17:29,44.9249708,20,S152256068,False,-124.0143431,wessan,L5092816
Calidris mauri,Western Sandpiper,False Bay,False,True,2023-10-14 15:30,48.4906721,1,S152582651,False,-123.0664444,wessan,L618335
Calidris mauri,Western Sandpiper,Airport ditch to Rink creek forelands,True,True,2023-10-14 11:25,58.4190111,45,S152243849,True,-135.6392422,wessan,L11745745
Calidris mauri,Western Sandpiper,Delta—Boundary Bay 96-88 St. (mansion),False,True,2023-10-14 17:17,49.0699049,15,S152258298,False,-122.9679319,wessan,L341182
Calidris mauri,Western Sandpiper,Laguna Figueroa,False,True,2023-10-14 18:07,30.6650847,100,S155007389,False,-116.015625,wessan,L461029
Calidris mauri,Western Sandpiper,Estero Santa Cruz,False,True,2023-10-14 10:00,28.7914163,,S152882667,False,-111.9012451,wessan,L500723
Calidris mauri,Western Sandpiper,"CA-37 E, Vallejo US-CA 38.13622, -122.34933",False,True,2023-10-15 17:44,38.136223,300,S152363049,True,-122.349335,wessan,L15842145
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-15 18:00,45.5231871,1,S152369097,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,"Billy Frank Jr. Nisqually National Wildlife Refuge, Olympia US-WA 47.07267, -122.71378",False,True,2023-10-15 10:15,47.072666,1,S152331519,True,-122.71378,wessan,L26345520
Calidris mauri,Western Sandpiper,Delta—Boundary Bay - 96th to 104th Sts.,False,True,2023-10-15 16:40,49.0730526,20,S152372820,False,-122.9484991,wessan,L340159
Calidris mauri,Western Sandpiper,Bahía del Tóbari,False,True,2023-10-15 11:37,27.0939749,400,S152358528,False,-109.9786377,wessan,L822560
Calidris mauri,Western Sandpiper,Camino Chacalilla al Capomo,False,True,2023-10-15 08:02,21.6485733,2,S152367883,True,-105.2758884,wessan,L4429335
Calidris mauri,Western Sandpiper,Antigua Estación de Tren,False,True,2023-10-15 07:42,20.2979798,2,S152342271,False,-103.177296,wessan,L2088393
Calidris mauri,Western Sandpiper,San Diego River mudflats (including Robb Field & north side),False,True,2023-10-16 18:04,32.7568803,37,S152438001,False,-117.2401432,wessan,L506275
Calidris mauri,Western Sandpiper,Bayocean Spit,False,True,2023-10-16 16:14,45.553569,8,S152434562,False,-123.9435911,wessan,L2198871
Calidris mauri,Western Sandpiper,Ocean City--Quinault Beach Casino access,False,True,2023-10-16 16:55,47.0419,9,S152795932,False,-124.172813,wessan,L1547915
Calidris mauri,Western Sandpiper,Witty's Lagoon Regional Park,False,True,2023-10-16 18:09,48.3863827,1,S152439949,False,-123.5171843,wessan,L269486
Calidris mauri,Western Sandpiper,Estero Santa Cruz,False,True,2023-10-16 07:40,28.7914163,,S152882917,False,-111.9012451,wessan,L500723
Calidris mauri,Western Sandpiper,Villa Corona,False,True,2023-10-16 08:55,20.4107644,85,S152416255,False,-103.6758757,wessan,L4061096
Calidris mauri,Western Sandpiper,Preserve Park,False,True,2023-10-17 18:24,37.5442449,150,S152512410,False,-122.2478433,wessan,L1321876
Calidris mauri,Western Sandpiper,Ankeny NWR--Pintail Marsh,False,True,2023-10-17 16:35,44.7762488,3,S152514500,False,-123.0898891,wessan,L861798
Calidris mauri,Western Sandpiper,Warrenton Cannery Road,False,True,2023-10-17 15:54,46.7464125,1,S152508251,False,-124.0935448,wessan,L1363124
Calidris mauri,Western Sandpiper,Delta—Boundary Bay - 104th St.,False,True,2023-10-17 13:28,49.0767445,1,S152515380,False,-122.9350166,wessan,L340154
Calidris mauri,Western Sandpiper,"Ramal a Isla de la Piedra, Mazatlán MX-Sin. 23.14974, -106.33669",False,True,2023-10-17 11:53,23.14974,5,S152491942,True,-106.33669,wessan,L27573727
Calidris mauri,Western Sandpiper,Los Angeles River--134 Fwy,False,True,2023-10-18 18:00,34.1517681,1,S152582709,False,-118.2792163,wessan,L4861223
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-18 15:10,45.5231871,45,S152583899,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Neah Bay--town and bay only,False,True,2023-10-18 16:39,48.3666101,4,S152578408,False,-124.6215677,wessan,L6517534
Calidris mauri,Western Sandpiper,Laguna de Atotonilco,False,True,2023-10-18 16:00,20.3800325,1,S152708465,False,-103.6515856,wessan,L1169285
Calidris mauri,Western Sandpiper,CR104--Ponds,False,True,2023-10-19 17:33,38.5973164,,S154363651,False,-121.696584,wessan,L17972762
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-19 13:32,45.5231871,30,S152648161,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Potter Slough,False,True,2023-10-19 14:13,46.6894865,80,S152633273,False,-123.8360023,wessan,L585105
Calidris mauri,Western Sandpiper,Delta—Boundary Bay - 104th St.,False,True,2023-10-19 14:49,49.0767445,18,S152640371,False,-122.9350166,wessan,L340154
Calidris mauri,Western Sandpiper,La Lagunita El Ciprés,False,True,2023-10-19 14:47,31.816366,80,S152648825,False,-116.606521,wessan,L371159
Calidris mauri,Western Sandpiper,Shollenberger Park,False,True,2023-10-20 16:40,38.2262552,500,S152823157,False,-122.5976274,wessan,L198798
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-20 15:09,45.5231871,23,S152791280,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Port Susan Bay TNC reserve (restricted access),False,True,2023-10-20 17:05,48.2057972,5,S152707503,False,-122.3683629,wessan,L109543
Calidris mauri,Western Sandpiper,Esquimalt Lagoon,False,True,2023-10-20 13:51,48.4257613,1,S152711417,False,-123.4631732,wessan,L350246
Calidris mauri,Western Sandpiper,Humedal Rosaliita,False,True,2023-10-20 16:44,28.67323,20,S155006801,False,-114.262957,wessan,L21436030
Calidris mauri,Western Sandpiper,"Laguna de Atotonilco, Jalisco",False,True,2023-10-20 11:57,20.4069146,3,S152956496,True,-103.6723823,wessan,L13014575
Calidris mauri,Western Sandpiper,Ormond Beach and lagoon,False,True,2023-10-21 23:00,34.1385855,1,S152856005,False,-119.1868941,wessan,L855316
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-21 15:18,45.5231871,18,S152858943,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Crockett Lake,False,True,2023-10-21 16:07,48.1666667,150,S152846846,False,-122.65,wessan,L109534
Calidris mauri,Western Sandpiper,Tsawwassen Ferry Terminal Jetty,False,True,2023-10-21 16:35,49.0157109,2,S152784975,False,-123.117063,wessan,L282714
Calidris mauri,Western Sandpiper,Estero Maneadero,False,True,2023-10-21 12:04,31.7690766,180,S152886387,False,-116.6107535,wessan,L6244394
Calidris mauri,Western Sandpiper,Palo Alto Baylands,False,True,2023-10-22 16:30,37.459167,200,S152906412,False,-122.10445,wessan,L152122
Calidris mauri,Western Sandpiper,Cold Springs NWR,False,True,2023-10-22 16:31,45.8502011,20,S152884149,False,-119.1532407,wessan,L341405
Calidris mauri,Western Sandpiper,Bottle Beach,False,True,2023-10-22 16:24,46.893277,,S152875318,False,-124.0468136,wessan,L268372
Calidris mauri,Western Sandpiper,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),False,True,2023-10-22 15:28,49.059,1,S152884116,False,-122.879,wessan,L285197
Calidris mauri,Western Sandpiper,Playas Punta Banda,False,True,2023-10-22 09:09,31.722103,4,S152856028,False,-116.656276,wessan,L16004869
Calidris mauri,Western Sandpiper,Palo Alto Baylands,False,True,2023-10-23 17:35,37.459167,25,S153379426,False,-122.10445,wessan,L152122
Calidris mauri,Western Sandpiper,Ankeny NWR--Ankeny Hill Nature Center,False,True,2023-10-23 14:45,44.80188,20,S153348177,False,-123.06371,wessan,L861788
Calidris mauri,Western Sandpiper,Griffiths-Priday State Park,False,True,2023-10-23 10:18,47.1248819,10,S152935258,False,-124.1828041,wessan,L784288
Calidris mauri,Western Sandpiper,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),False,True,2023-10-23 14:49,49.059,2,S152941498,False,-122.879,wessan,L285197
Calidris mauri,Western Sandpiper,Colorado Lagoon,False,True,2023-10-24 17:27,33.7711322,4,S153046148,False,-118.1334941,wessan,L288881
Calidris mauri,Western Sandpiper,Cold Springs NWR,False,True,2023-10-24 13:26,45.8502011,16,S153013320,False,-119.1532407,wessan,L341405
Calidris mauri,Western Sandpiper,Planta de Tratamiento de Aguas Residuales-Humedal Cucapa,False,True,2023-10-24 16:44,32.3951,30,S153017565,True,-114.8333517,wessan,L27674534
Calidris mauri,Western Sandpiper,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",False,True,2023-10-25 17:04,33.6637274,3,S153621954,False,-117.8426814,wessan,L109339
Calidris mauri,Western Sandpiper,Larson Cove,False,True,2023-10-25 16:54,45.53476,1,S153102571,False,-123.89891,wessan,L1477676
Calidris mauri,Western Sandpiper,Lummi Flats,False,True,2023-10-25 15:45,48.7975609,2,S153076724,False,-122.6498008,wessan,L483608
Calidris mauri,Western Sandpiper,Boundary Bay Regional Park,False,True,2023-10-25 14:35,49.018181,1,S153069276,False,-123.0461152,wessan,L281095
Calidris mauri,Western Sandpiper,"Nayarit, MX (22.204, -105.318)",False,True,2023-10-25 16:15,22.2038533,77,S153071273,True,-105.3181783,wessan,L21185308
Calidris mauri,Western Sandpiper,San Diego River mudflats (including Robb Field & north side),False,True,2023-10-26 17:30,32.7568803,120,S153131618,False,-117.2401432,wessan,L506275
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-26 10:38,45.5231871,13,S153167220,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,Ross and Shona's,False,True,2023-10-26 18:01,48.4826668,15,S153137097,True,-123.0433608,wessan,L14164087
Calidris mauri,Western Sandpiper,Homer Spit,True,True,2023-10-26 11:40,59.6130805,1,S153216984,False,-151.4467049,wessan,L292324
Calidris mauri,Western Sandpiper,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),False,True,2023-10-26 13:23,49.059,300,S153125757,False,-122.879,wessan,L285197
Calidris mauri,Western Sandpiper,Brickyard Cove (ALA Co.),False,True,2023-10-27 17:40,37.8613281,250,S153210685,False,-122.3038056,wessan,L1365042
Calidris mauri,Western Sandpiper,Fern Ridge WMA--Shore Lane Park,False,True,2023-10-27 14:35,44.0989507,3,S153201422,False,-123.2714403,wessan,L743007
Calidris mauri,Western Sandpiper,Skagit Wildlife Area--Fir Island Farm Reserve (Hayton Reserve),False,True,2023-10-27 15:00,48.3356338,1,S153262970,False,-122.4131659,wessan,L469546
Calidris mauri,Western Sandpiper,Boundary Bay Regional Park,False,True,2023-10-27 15:06,49.018181,2,S153204484,False,-123.0461152,wessan,L281095
Calidris mauri,Western Sandpiper,Bayshore Bikeway--Emory Cove & Pond 11,False,True,2023-10-28 17:41,32.6018801,58,S153298581,False,-117.1238114,wessan,L761524
Calidris mauri,Western Sandpiper,Ankeny NWR--Pintail Marsh,False,True,2023-10-28 23:15,44.7762488,10,S153351615,False,-123.0898891,wessan,L861798
Calidris mauri,Western Sandpiper,Bottle Beach,False,True,2023-10-28 15:15,46.893277,200,S153285322,False,-124.0468136,wessan,L268372
Calidris mauri,Western Sandpiper,"1080–1088 Ferguson Rd, Richmond CA-BC 49.21778, -123.21313",False,True,2023-10-28 14:22,49.217779,55,S156452713,True,-123.21313,wessan,L28306681
Calidris mauri,Western Sandpiper,Desembocadura de Puerto Ensenada,False,True,2023-10-28 16:56,31.857618,6,S153291121,False,-116.6222485,wessan,L4130053
Calidris mauri,Western Sandpiper,Lagunas de Oxidación,False,True,2023-10-28 08:22,29.064176,6,S153292471,False,-111.0213297,wessan,L1824155
Calidris mauri,Western Sandpiper,Foster City Shell Bar,False,True,2023-10-29 16:00,37.5635405,500,S154631445,False,-122.248714,wessan,L467982
Calidris mauri,Western Sandpiper,Mark Hatfield Marine Science Center and Estuary Trail,False,True,2023-10-29 15:34,44.6231604,1,S159202992,False,-124.0434766,wessan,L613298
Calidris mauri,Western Sandpiper,"Fir Island, Mount Vernon US-WA 48.33876, -122.41205",False,True,2023-10-29 15:36,48.338761,34,S153370096,True,-122.412052,wessan,L16572139
Calidris mauri,Western Sandpiper,Reifel Bird Sanctuary,False,True,2023-10-29 13:10,49.1,80,S153362367,False,-123.185,wessan,L124345
Calidris mauri,Western Sandpiper,La Lagunita El Ciprés,False,True,2023-10-29 17:00,31.816366,5,S153866689,False,-116.606521,wessan,L371159
Calidris mauri,Western Sandpiper,Lagunas de Oxidación,False,True,2023-10-29 07:21,29.064176,2,S153342157,False,-111.0213297,wessan,L1824155
Calidris mauri,Western Sandpiper,Laguna de Atotonilco,False,True,2023-10-29 06:40,20.3800325,1,S153353332,False,-103.6515856,wessan,L1169285
Calidris mauri,Western Sandpiper,Palo Alto Baylands--Duck Pond,False,True,2023-10-30 17:44,37.457384,19,S153501791,False,-122.1089602,wessan,L776939
Calidris mauri,Western Sandpiper,Bayocean Spit--ocean (west) side,False,True,2023-10-30 13:57,45.5231871,2,S153436232,False,-123.954277,wessan,L686417
Calidris mauri,Western Sandpiper,"Fir Island, Mount Vernon US-WA 48.33504, -122.41348",False,True,2023-10-30 15:04,48.335036,1,S153439560,True,-122.413477,wessan,L12613750
Calidris mauri,Western Sandpiper,La Lagunita El Ciprés,False,True,2023-10-30 12:40,31.816366,200,S153452095,False,-116.606521,wessan,L371159
Calidris mauri,Western Sandpiper,Fiesta Island--dog run,False,True,2023-10-31 17:48,32.7717705,5,S153501351,False,-117.2254,wessan,L802943
Calidris mauri,Western Sandpiper,Fort Stevens SP,False,True,2023-10-31 16:19,46.2302,1,S153508903,False,-124.003624,wessan,L163490
Calidris mauri,Western Sandpiper,Tokeland -- Graveyard Spit/Fisher Ave,False,True,2023-10-31 15:00,46.7079709,1,S153493957,False,-123.9877832,wessan,L257976
Calidris mauri,Western Sandpiper,RN Monte Ceniza,False,True,2023-10-31 16:58,30.4461887,5,S155004105,False,-115.9742559,wessan,L7997913
Calidris mauri,Western Sandpiper,Granja Don Jorge,False,True,2023-10-31 11:15,23.1484774,20,S153489185,True,-106.3053047,wessan,L16934966
Calidris mauri,Western Sandpiper,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",False,True,2023-11-01 17:45,33.6637274,8,S153560896,False,-117.8426814,wessan,L109339
Calidris mauri,Western Sandpiper,Bandon Marsh NWR--Observation Deck,False,True,2023-11-01 10:49,43.130861,3,S153537035,False,-124.4013423,wessan,L3079377
Calidris mauri,Western Sandpiper,Billy Frank Jr. Nisqually NWR,False,True,2023-11-01 08:00,47.0812514,5,S153604562,False,-122.7180576,wessan,L282253
Calidris mauri,Western Sandpiper,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),False,True,2023-11-01 10:20,49.059,5,S153538910,False,-122.879,wessan,L285197
Calidris mauri,Western Sandpiper,Laguna Figueroa--South,False,True,2023-11-01 15:33,30.647649,500,S153866903,True,-116.023247,wessan,L16637475
Calidris mauri,Western Sandpiper,Woodland WTP,False,True,2023-11-02 17:36,38.6624345,7,S153621013,False,-121.7173585,wessan,L448084
Calidris mauri,Western Sandpiper,Pigeon Point,False,True,2023-11-02 10:23,43.3629632,5,S153594949,False,-124.3008113,wessan,L3074601
Calidris mauri,Western Sandpiper,Hoquiam STP,False,True,2023-11-02 14:46,46.9732093,2,S153617803,False,-123.9165354,wessan,L264861
Calidris mauri,Western Sandpiper,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),False,True,2023-11-02 14:30,49.059,6,S153620786,False,-122.879,wessan,L285197
Calidris mauri,Western Sandpiper,Estero Punta Banda--Embalse,False,True,2023-11-02 09:22,31.7176905,1,S153690437,False,-116.6521454,wessan,L619238
Calidris mauri,Western Sandpiper,Ballona Wetlands Reserve--Area B Open Marsh,False,True,2023-11-03 17:18,33.9675676,4,S153692974,False,-118.4361703,wessan,L22330914
