subId,lat,locationPrivate,locName,obsDt,sciName,howMany,locId,obsValid,speciesCode,obsReviewed,lng,comName
S15362212,36.6608009,False,Salinas WTP (no public access),2013-10-01 16:40,Calidris mauri,10,L335151,True,wessan,False,-121.7180536,Western Sandpiper
S15311110,45.6203,False,Smith and Bybee Lakes Wetlands Natural Area,2013-10-01 11:43,Calidris mauri,3,L159604,True,wessan,False,-122.7456,Western Sandpiper
S15303651,48.14035,False,Ediz Hook,2013-10-01 16:00,Calidris mauri,25,L190512,True,wessan,False,-123.44711,Western Sandpiper
S15324762,49.0721122,True,East Delta (E of BC 17A and S of BC 99),2013-10-01 16:30,Calidris mauri,20,L348400,True,wessan,False,-122.9898834,Western Sandpiper
S17402315,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2013-10-01 08:20,Calidris mauri,37,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S15310945,36.6608009,False,Salinas WTP (no public access),2013-10-02 16:40,Calidris mauri,5,L335151,True,wessan,False,-121.7180536,Western Sandpiper
S15310390,42.1433778,False,Emigrant Lake,2013-10-02 16:00,Calidris mauri,1,L389848,True,wessan,False,-122.6209306,Western Sandpiper
S15309725,46.1389281,True,Dodd Road,2013-10-02 13:00,Calidris mauri,1,L2071156,True,wessan,False,-118.8799667,Western Sandpiper
S15310278,57.17012,False,St. Paul Island,2013-10-02 13:00,Calidris mauri,1,L261146,True,wessan,False,-170.296751,Western Sandpiper
S15319443,33.7274762,True,"1 Yard NIB: HB, Suite Dr.",2013-10-03 16:00,Calidris mauri,1,L1015158,True,wessan,False,-118.0487984,Western Sandpiper
S15588586,45.6199208,True,Smith and Bybee Wetlands NA,2013-10-03 11:00,Calidris mauri,1,L2038396,True,wessan,False,-122.7282715,Western Sandpiper
S15326791,49.0721122,True,East Delta (E of BC 17A and S of BC 99),2013-10-03 17:05,Calidris mauri,30,L348400,True,wessan,False,-122.9898834,Western Sandpiper
S15331871,37.5635405,False,Foster City Shell Bar,2013-10-04 18:11,Calidris mauri,,L467982,True,wessan,False,-122.248714,Western Sandpiper
S15322939,53.2590008,False,K'il Kun Xidgwangs Daanaay (Sandspit) Airport,2013-10-04 14:00,Calidris mauri,1,L351671,True,wessan,True,-131.8215179,Western Sandpiper
S15334247,32.5355257,True,Over the wall near dairy mart,2013-10-04 08:05,Calidris mauri,3,L2377221,True,wessan,False,-117.0671368,Western Sandpiper
S15331190,32.7568803,False,San Diego River mudflats (including Robb Field & north side),2013-10-05 17:30,Calidris mauri,50,L506275,True,wessan,False,-117.2401432,Western Sandpiper
S15331359,45.553569,False,Bayocean Spit,2013-10-05 15:30,Calidris mauri,15,L2198871,True,wessan,False,-123.9435911,Western Sandpiper
S15330571,48.1519101,False,Cline Spit,2013-10-05 17:44,Calidris mauri,10,L1353392,True,wessan,False,-123.1518205,Western Sandpiper
S16392492,49.0837729,False,Delta—Boundary Bay -- 112th St.,2013-10-05 17:00,Calidris mauri,500,L339314,True,wessan,False,-122.9123354,Western Sandpiper
S15328256,21.6070037,False,Granja de Camarón Chacalilla,2013-10-05 09:45,Calidris mauri,,L592109,True,wessan,False,-105.2806091,Western Sandpiper
S15340519,38.551789,False,Yolo Bypass Wildlife Area,2013-10-06 17:33,Calidris mauri,2,L443535,True,wessan,False,-121.6208018,Western Sandpiper
S15341019,44.624892,False,Yaquina Bay SP,2013-10-06 11:00,Calidris mauri,3,L1311564,True,wessan,False,-124.063282,Western Sandpiper
S15343151,46.0685319,False,McNary NWR--Walla Walla River Delta,2013-10-06 12:30,Calidris mauri,1,L109548,True,wessan,False,-118.9096792,Western Sandpiper
S15341853,31.8104202,False,Bahía Todos Santos,2013-10-06 09:30,Calidris mauri,8,L221559,True,wessan,False,-116.643219,Western Sandpiper
S15349551,36.8103654,False,Moonglow Dairy (Fri-Sun only; closed Mon-Thur),2013-10-07 17:30,Calidris mauri,,L306035,True,wessan,False,-121.7667337,Western Sandpiper
S16053803,33.323999,True,US-CA-Fallbrook-4887 Lake Shore Pl,2013-10-08 16:12,Calidris mauri,11,L2479732,True,wessan,False,-117.152196,Western Sandpiper
S15368390,44.6215148,False,Yaquina River--North Shore,2013-10-08,Calidris mauri,2,L627297,True,wessan,False,-124.0640116,Western Sandpiper
S20938670,46.9096434,False,Westport Marina,2013-10-08,Calidris mauri,,L862963,True,wessan,False,-124.1138792,Western Sandpiper
S15384927,49.0721122,True,East Delta (E of BC 17A and S of BC 99),2013-10-08 10:00,Calidris mauri,4,L348400,True,wessan,False,-122.9898834,Western Sandpiper
S15726632,28.4610029,False,Estero Cardonal,2013-10-08 08:40,Calidris mauri,983,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S15365889,37.8393943,False,Emeryville Marina,2013-10-09 18:00,Calidris mauri,25,L764558,True,wessan,False,-122.3118854,Western Sandpiper
S15364612,42.1433778,False,Emigrant Lake,2013-10-09 16:15,Calidris mauri,3,L389848,True,wessan,False,-122.6209306,Western Sandpiper
S15402517,31.321115,True,Puerto Peñasco (ciudad),2013-10-09 07:30,Calidris mauri,,L261923,True,wessan,False,-113.529178,Western Sandpiper
S15372987,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2013-10-10 18:00,Calidris mauri,49,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S15373140,43.7372436,False,Umpqua River Estuary,2013-10-10 11:11,Calidris mauri,2,L159612,True,wessan,False,-124.1451645,Western Sandpiper
S15591383,48.2320943,False,Leque Island--Eide Rd.,2013-10-10 08:40,Calidris mauri,10,L1667064,True,wessan,False,-122.3829746,Western Sandpiper
S15372457,49.0730526,False,Delta—Boundary Bay - 96th to 104th Sts.,2013-10-10 10:30,Calidris mauri,5,L340159,True,wessan,False,-122.9484991,Western Sandpiper
S15521223,31.7775956,False,Complejo Turístico Playa Estero,2013-10-10 10:30,Calidris mauri,10,L368165,True,wessan,False,-116.6163754,Western Sandpiper
S15402518,31.321115,True,Puerto Peñasco (ciudad),2013-10-10 07:30,Calidris mauri,,L261923,True,wessan,False,-113.529178,Western Sandpiper
S15383955,36.9041954,False,Struve Slough--Lee Rd.,2013-10-11 18:25,Calidris mauri,,L509076,True,wessan,False,-121.7845631,Western Sandpiper
S15398195,44.1232081,False,Hatfield Lake,2013-10-11 08:30,Calidris mauri,1,L447435,True,wessan,False,-121.198554,Western Sandpiper
S15387167,46.9444663,False,Ocean Shores--Oyhut Wildlife Area,2013-10-11 14:40,Calidris mauri,1,L109535,True,wessan,False,-124.1522412,Western Sandpiper
S15383667,49.0767445,False,Delta—Boundary Bay - 104th St.,2013-10-11 16:20,Calidris mauri,2,L340154,True,wessan,False,-122.9350166,Western Sandpiper
S15388382,33.7874582,False,Ken Malloy Harbor Regional Park,2013-10-12 16:00,Calidris mauri,2,L1552663,True,wessan,False,-118.2939363,Western Sandpiper
S15388707,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2013-10-12 18:00,Calidris mauri,2,L463228,True,wessan,False,-122.9128075,Western Sandpiper
S15385032,46.9719365,False,Ocean Shores -- outer beach,2013-10-12 11:15,Calidris mauri,650,L450264,True,wessan,False,-124.1688538,Western Sandpiper
S15386667,49.0730526,False,Delta—Boundary Bay - 96th to 104th Sts.,2013-10-12 14:29,Calidris mauri,1,L340159,True,wessan,False,-122.9484991,Western Sandpiper
S15396755,38.3146057,False,Doran Regional Park - entrance pond to jetty,2013-10-13 17:22,Calidris mauri,1,L578601,True,wessan,False,-123.0438066,Western Sandpiper
S15393907,42.4099597,False,Agate Lake,2013-10-13 11:00,Calidris mauri,5,L389855,True,wessan,False,-122.7708006,Western Sandpiper
S15409102,48.9950387,False,Blaine Marine Park,2013-10-13 11:30,Calidris mauri,1,L272612,True,wessan,False,-122.7580957,Western Sandpiper
S15398191,49.0730526,False,Delta—Boundary Bay - 96th to 104th Sts.,2013-10-13 15:24,Calidris mauri,4,L340159,True,wessan,False,-122.9484991,Western Sandpiper
S20288220,23.4426927,False,Campamento Tortuguero El Verde Camacho,2013-10-13 09:00,Calidris mauri,,L3129181,True,wessan,False,-106.5824474,Western Sandpiper
S15397731,21.5418128,False,Ruinas de la Contaduría,2013-10-13 16:30,Calidris mauri,,L790252,True,wessan,False,-105.2780879,Western Sandpiper
S19300918,37.6233925,False,Hayward Regional Shoreline--Interpretive Center,2013-10-14 20:40,Calidris mauri,101,L587721,True,wessan,False,-122.1372843,Western Sandpiper
S15410856,46.95072,False,Ocean Shores,2013-10-14 09:30,Calidris mauri,2,L268334,True,wessan,False,-124.15571,Western Sandpiper
S15407657,49.0316,False,Roberts Bank,2013-10-14 13:20,Calidris mauri,9,L292541,True,wessan,False,-123.1487,Western Sandpiper
S15448176,33.1722397,False,Salton Sea--Obsidian Butte,2013-10-15 16:45,Calidris mauri,10,L267757,True,wessan,False,-115.6427077,Western Sandpiper
S15412986,44.3352042,False,Redmond Sewage Ponds (closed for construction),2013-10-15 11:07,Calidris mauri,1,L1637039,True,wessan,False,-121.2192706,Western Sandpiper
S15477987,48.0960511,False,Fort Flagler SP,2013-10-15 10:32,Calidris mauri,1,L249781,True,wessan,False,-122.7139785,Western Sandpiper
S15424363,49.0730526,False,Delta—Boundary Bay - 96th to 104th Sts.,2013-10-15 14:10,Calidris mauri,5,L340159,True,wessan,False,-122.9484991,Western Sandpiper
S17402203,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2013-10-15 08:38,Calidris mauri,61,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S15424758,40.864728,False,Arcata Bottoms--V St. Loop,2013-10-16 16:30,Calidris mauri,,L578591,True,wessan,False,-124.120967,Western Sandpiper
S15424550,49.0699049,False,Delta—Boundary Bay 96-88 St. (mansion),2013-10-16 12:50,Calidris mauri,5,L341182,True,wessan,False,-122.9679319,Western Sandpiper
S15445467,32.6186091,False,Chula Vista Bayfront Park (J St.),2013-10-17 17:00,Calidris mauri,200,L827977,True,wessan,False,-117.1033868,Western Sandpiper
S15434057,47.0812514,False,Billy Frank Jr. Nisqually NWR,2013-10-17 12:45,Calidris mauri,20,L282253,True,wessan,False,-122.7180576,Western Sandpiper
S15465492,49.0796569,False,Delta—Boundary Bay--104th to 112th Sts.,2013-10-17 14:35,Calidris mauri,130,L3100429,True,wessan,False,-122.9249525,Western Sandpiper
S15429705,31.7771396,False,Estero Punta Banda--Desembocadura,2013-10-17 12:57,Calidris mauri,200,L371191,True,wessan,False,-116.6205597,Western Sandpiper
S15438479,32.7717705,False,Fiesta Island--dog run,2013-10-18 16:45,Calidris mauri,15,L802943,True,wessan,False,-117.2254,Western Sandpiper
S15441037,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2013-10-18 17:15,Calidris mauri,,L463228,True,wessan,False,-122.9128075,Western Sandpiper
S15625654,46.9692423,True,Ocean Shores multiple areas,2013-10-18 11:00,Calidris mauri,,L2416187,True,wessan,False,-124.1540909,Western Sandpiper
S15446020,33.9695101,False,Ballona Creek--lower,2013-10-19 16:15,Calidris mauri,6,L738199,True,wessan,False,-118.4419352,Western Sandpiper
S15446310,45.1927208,False,Bob Straub SP,2013-10-19 10:20,Calidris mauri,1,L1307852,True,wessan,False,-123.9678276,Western Sandpiper
S15456635,38.7942325,False,S Brewer Rd (Baseline to E Catlett),2013-10-20 16:58,Calidris mauri,1,L382521,True,wessan,False,-121.4514542,Western Sandpiper
S15453689,46.6166667,False,Leadbetter Point,2013-10-20 09:00,Calidris mauri,50,L109538,True,wessan,False,-124.05,Western Sandpiper
S15457291,27.9535809,False,Empalme--Paso Elevado,2013-10-20 08:00,Calidris mauri,1,L274680,True,wessan,False,-110.8359123,Western Sandpiper
S15466571,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2013-10-21 15:17,Calidris mauri,50,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S15952433,48.5606474,True,Alice Bay dike,2013-10-21 16:15,Calidris mauri,20,L2465518,True,wessan,False,-122.494297,Western Sandpiper
S17390119,28.9747693,True,Estero Santa Rosa,2013-10-21 08:01,Calidris mauri,2,L2704954,True,wessan,False,-112.1664512,Western Sandpiper
S15471952,40.5827358,True,The Nut Hatch,2013-10-22 17:45,Calidris mauri,1,L967009,True,wessan,False,-122.3832321,Western Sandpiper
S15468208,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2013-10-22 08:30,Calidris mauri,1,L463228,True,wessan,False,-122.9128075,Western Sandpiper
S15470404,47.3464357,False,285th Street (Kent),2013-10-22 15:34,Calidris mauri,2,L894189,True,wessan,False,-122.2470696,Western Sandpiper
S15477967,32.5915005,False,Bayshore Bikeway--7th Street (Ponds 10/10A),2013-10-23 15:43,Calidris mauri,1,L367640,True,wessan,False,-117.1180604,Western Sandpiper
S15482257,47.0812514,False,Billy Frank Jr. Nisqually NWR,2013-10-23 08:00,Calidris mauri,,L282253,True,wessan,False,-122.7180576,Western Sandpiper
S15527942,33.17224,True,Salton Sea--Obsidian Butte,2013-10-24 14:32,Calidris mauri,10,L2404413,True,wessan,False,-115.64271,Western Sandpiper
S15890504,49.0730526,False,Delta—Boundary Bay - 96th to 104th Sts.,2013-10-24 09:00,Calidris mauri,2,L340159,True,wessan,False,-122.9484991,Western Sandpiper
S15527654,32.5665347,False,Seacoast Drive to Tijuana River mouth,2013-10-25 15:10,Calidris mauri,100,L418748,True,wessan,False,-117.1322003,Western Sandpiper
S15491862,49.0699049,False,Delta—Boundary Bay 96-88 St. (mansion),2013-10-25 13:15,Calidris mauri,1,L341182,True,wessan,False,-122.9679319,Western Sandpiper
S15964356,28.7914163,False,Estero Santa Cruz,2013-10-25 07:38,Calidris mauri,402,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S15519975,22.4442503,True,Laguna Las Garzas,2013-10-25 08:00,Calidris mauri,,L2343929,True,wessan,False,-105.5831652,Western Sandpiper
S15507680,37.5886459,False,"Coyote Point County Park--yacht club, harbor and freshwater marsh",2013-10-26 15:04,Calidris mauri,,L997003,True,wessan,False,-122.3152274,Western Sandpiper
S15504779,46.6044895,True,Leadbetter Point State Park,2013-10-26 14:00,Calidris mauri,,L2400729,True,wessan,False,-124.053669,Western Sandpiper
S15498602,-33.6198013,False,SN Humedal Río Maipo--Desembocadura,2013-10-26 14:53,Calidris mauri,1,L504553,True,wessan,True,-71.6275442,Western Sandpiper
S15508076,37.5899626,False,Coyote Point County Park,2013-10-27 16:49,Calidris mauri,300,L247966,True,wessan,False,-122.3215145,Western Sandpiper
S15508881,49.06564,False,Delta--Brunswick Point,2013-10-27 11:00,Calidris mauri,12,L348443,True,wessan,False,-123.15415,Western Sandpiper
S15509606,30.4094494,False,Bahía de San Quintín,2013-10-27 14:30,Calidris mauri,6,L586464,True,wessan,False,-115.9457588,Western Sandpiper
S15592157,37.9209857,False,Bolinas Lagoon--Pine Gulch,2013-10-28 16:00,Calidris mauri,,L590288,True,wessan,False,-122.6904202,Western Sandpiper
S15512643,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2013-10-28 10:45,Calidris mauri,2,L463228,True,wessan,True,-122.9128075,Western Sandpiper
S15524372,48.3384463,False,Skagit WMA--Jensen Access,2013-10-28 10:07,Calidris mauri,100,L350050,True,wessan,False,-122.4334324,Western Sandpiper
S15522451,40.8326748,True,Vance Avenue,2013-10-29 15:20,Calidris mauri,,L2403534,True,wessan,False,-124.1723594,Western Sandpiper
S15726483,28.4610029,False,Estero Cardonal,2013-10-29 09:10,Calidris mauri,60,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S15530004,36.8103654,False,Moonglow Dairy (Fri-Sun only; closed Mon-Thur),2013-10-30 14:30,Calidris mauri,1,L306035,True,wessan,False,-121.7667337,Western Sandpiper
S15536675,37.8393943,False,Emeryville Marina,2013-10-31 17:40,Calidris mauri,35,L764558,True,wessan,False,-122.3118854,Western Sandpiper
S15531977,44.7967032,False,Ankeny NWR--Eagle Marsh,2013-10-31 09:00,Calidris mauri,15,L832651,True,wessan,False,-123.0813789,Western Sandpiper
S17390434,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2013-10-31 09:08,Calidris mauri,1,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S15543455,37.5886459,False,"Coyote Point County Park--yacht club, harbor and freshwater marsh",2013-11-01 15:30,Calidris mauri,40,L997003,True,wessan,False,-122.3152274,Western Sandpiper
S15544104,46.9425863,False,Ocean Shores--Damon Point,2013-11-01 11:45,Calidris mauri,1,L1428100,True,wessan,False,-124.1223335,Western Sandpiper
S15542890,31.7176905,False,Estero Punta Banda--Embalse,2013-11-01 11:00,Calidris mauri,2,L619238,True,wessan,False,-116.6521454,Western Sandpiper
S15550493,33.091669,False,Batiquitos Lagoon--north side trails,2013-11-02 17:10,Calidris mauri,45,L167991,True,wessan,False,-117.2960981,Western Sandpiper
S15588257,33.6432772,False,Upper Newport Bay,2013-11-03 16:00,Calidris mauri,,L207063,True,wessan,False,-117.8879356,Western Sandpiper
S15558422,46.440696,False,Long Beach Peninsula,2013-11-03 15:17,Calidris mauri,1,L468651,True,wessan,False,-124.0583038,Western Sandpiper
S15568201,33.6965128,False,Bolsa Chica--walkbridge/inner bay,2013-11-04 14:38,Calidris mauri,,L1165694,True,wessan,False,-118.0451372,Western Sandpiper
S15948371,48.9800492,False,Semiahmoo Spit,2013-11-04 14:30,Calidris mauri,1,L199273,True,wessan,False,-122.7883112,Western Sandpiper
S17390070,28.9747693,True,Estero Santa Rosa,2013-11-04 07:45,Calidris mauri,3,L2704954,True,wessan,False,-112.1664512,Western Sandpiper
S15579230,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2013-11-05 13:45,Calidris mauri,150,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S15593235,47.0925656,True,Nisqually Delta,2013-11-05 12:00,Calidris mauri,100,L759599,True,wessan,False,-122.6980591,Western Sandpiper
S15592037,40.809868,False,Humboldt Bay--Woodley Island,2013-11-06 16:30,Calidris mauri,450,L815222,True,wessan,False,-124.161412,Western Sandpiper
S15605054,39.6049938,False,Llano Seco (viewing platform area & ponds to south),2013-11-07 16:05,Calidris mauri,1,L419591,True,wessan,False,-121.9096184,Western Sandpiper
S15606583,49.2213299,False,Iona Island (General),2013-11-07 12:10,Calidris mauri,1,L261851,True,wessan,False,-123.2110997,Western Sandpiper
S15964545,28.7914163,False,Estero Santa Cruz,2013-11-07 07:48,Calidris mauri,1075,L500723,True,wessan,True,-111.9012451,Western Sandpiper
S15615832,32.7568803,False,San Diego River mudflats (including Robb Field & north side),2013-11-08 16:00,Calidris mauri,20,L506275,True,wessan,False,-117.2401432,Western Sandpiper
S15623913,46.9095527,False,Westport (general),2013-11-08 15:30,Calidris mauri,,L276529,True,wessan,False,-124.1167938,Western Sandpiper
S15631452,37.8047658,False,Presidio--Crissy Field Lagoon,2013-11-09 16:27,Calidris mauri,1,L1004802,True,wessan,False,-122.4562311,Western Sandpiper
S69927836,48.9800492,False,Semiahmoo Spit,2013-11-09 15:00,Calidris mauri,80,L199273,True,wessan,False,-122.7883112,Western Sandpiper
S15637144,32.7568803,False,San Diego River mudflats (including Robb Field & north side),2013-11-10 16:00,Calidris mauri,1,L506275,True,wessan,False,-117.2401432,Western Sandpiper
S15637243,48.7871878,False,Sandy Point,2013-11-10 14:05,Calidris mauri,1,L433644,True,wessan,False,-122.7081871,Western Sandpiper
S15737889,41.7192157,False,Shasta Valley Wildlife Area,2013-11-11 14:30,Calidris mauri,,L492645,True,wessan,False,-122.4745989,Western Sandpiper
S15815167,46.3047558,False,Ilwaco--Marina,2013-11-11 13:15,Calidris mauri,1,L1396128,True,wessan,False,-124.0352205,Western Sandpiper
S15656351,33.7026531,False,Bolsa Chica Ecological Reserve,2013-11-12 16:30,Calidris mauri,100,L164929,True,wessan,False,-118.050735,Western Sandpiper
S15726408,28.4610029,False,Estero Cardonal,2013-11-12 09:10,Calidris mauri,4,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S15663879,38.0118465,False,Bayfront Park (CC Co.),2013-11-13 13:50,Calidris mauri,4,L794123,True,wessan,False,-122.2973907,Western Sandpiper
S15660647,21.56526,True,Carretera 14--Granja de Camarón Papayito,2013-11-13 11:16,Calidris mauri,,L2420949,True,wessan,False,-105.27541,Western Sandpiper
S15669646,38.551789,False,Yolo Bypass Wildlife Area,2013-11-14 14:20,Calidris mauri,12,L443535,True,wessan,True,-121.6208018,Western Sandpiper
S220129175,37.4887844,False,Don Edwards NWR--Ravenswood Salt Pond SF2,2013-11-15 16:15,Calidris mauri,50,L998470,True,wessan,False,-122.1341944,Western Sandpiper
S168954006,-3.0329854,True,Punta Arenas 2(Isla Puná),2013-11-15 09:00,Calidris mauri,20,L30696758,True,wessan,False,-80.2259727,Western Sandpiper
S15684298,33.78746,True,Ken Malloy Harbor Regional Park,2013-11-16 14:30,Calidris mauri,6,L2424531,True,wessan,False,-118.29394,Western Sandpiper
S15690398,46.95072,False,Ocean Shores,2013-11-16 07:00,Calidris mauri,,L268334,True,wessan,False,-124.15571,Western Sandpiper
S15698412,33.4407706,False,Salton Sea--84th Ave.,2013-11-17 16:53,Calidris mauri,4,L876710,True,wessan,False,-116.0442281,Western Sandpiper
S15697327,48.9722422,False,"Lighthouse Marine Park, Point Roberts",2013-11-17 13:00,Calidris mauri,1,L336663,True,wessan,False,-123.0836705,Western Sandpiper
S17038326,22.4409871,False,Laguna Las Garzas-Chahuin,2013-11-17 07:00,Calidris mauri,,L809514,True,wessan,False,-105.5952644,Western Sandpiper
S15720774,33.1330196,False,Salton Sea--Young Rd. (west end),2013-11-18 13:30,Calidris mauri,30,L367627,True,wessan,False,-115.6666589,Western Sandpiper
S15710415,48.0960511,False,Fort Flagler SP,2013-11-18 10:11,Calidris mauri,1,L249781,True,wessan,False,-122.7139785,Western Sandpiper
S17389919,28.9747693,True,Estero Santa Rosa,2013-11-18 08:00,Calidris mauri,16,L2704954,True,wessan,False,-112.1664512,Western Sandpiper
S15713805,38.3238144,False,Bodega Bay--harbor and immediate vicinity,2013-11-19 13:07,Calidris mauri,3,L109489,True,wessan,False,-123.0488491,Western Sandpiper
S15723568,33.6637274,False,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",2013-11-20 20:30,Calidris mauri,1,L109339,True,wessan,False,-117.8426814,Western Sandpiper
S15720889,47.0812514,False,Billy Frank Jr. Nisqually NWR,2013-11-20 08:00,Calidris mauri,2,L282253,True,wessan,False,-122.7180576,Western Sandpiper
S15730042,34.0870104,False,Frank G. Bonelli RP/Puddingstone Reservoir and vicinity,2013-11-21 11:00,Calidris mauri,2,L815817,True,wessan,False,-117.8050125,Western Sandpiper
S22793265,49.059,False,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),2013-11-21 13:00,Calidris mauri,7,L285197,True,wessan,False,-122.879,Western Sandpiper
S15736542,35.3331065,False,Elfin Forest Preserve--Lupine Point Overlook,2013-11-22 10:17,Calidris mauri,,L375132,True,wessan,False,-120.8302362,Western Sandpiper
S15964639,28.7914163,False,Estero Santa Cruz,2013-11-22 07:47,Calidris mauri,1150,L500723,True,wessan,True,-111.9012451,Western Sandpiper
S15749825,33.6235893,False,Upper Newport Bay--Back Bay Dr.,2013-11-23 14:27,Calidris mauri,,L740881,True,wessan,False,-117.886734,Western Sandpiper
S15746809,48.4000277,False,Deception Pass SP -- West Beach,2013-11-23 10:00,Calidris mauri,,L834171,True,wessan,False,-122.6643831,Western Sandpiper
S15743084,27.05901,False,Isla Huivulai,2013-11-23 09:00,Calidris mauri,54,L221548,True,wessan,False,-109.97825,Western Sandpiper
S15755223,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2013-11-24 16:14,Calidris mauri,5,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S15775739,40.855284,False,Arcata Marsh--Klopp Lake,2013-11-25 15:45,Calidris mauri,100,L579586,True,wessan,False,-124.095567,Western Sandpiper
S15773669,34.0870104,False,Frank G. Bonelli RP/Puddingstone Reservoir and vicinity,2013-11-26 14:00,Calidris mauri,1,L815817,True,wessan,False,-117.8050125,Western Sandpiper
S15832633,46.7880721,False,Grayland Beach State Park,2013-11-26 00:15,Calidris mauri,4,L682593,True,wessan,False,-124.0941381,Western Sandpiper
S15779332,33.604236,True,Blythe Riviera,2013-11-27 17:19,Calidris mauri,8,L2344360,True,wessan,True,-114.533254,Western Sandpiper
S15780242,45.2641693,False,Sitka Sedge State Natural Area,2013-11-27 15:25,Calidris mauri,1,L4930859,True,wessan,False,-123.9605749,Western Sandpiper
S15781088,47.0812514,False,Billy Frank Jr. Nisqually NWR,2013-11-27 13:45,Calidris mauri,300,L282253,True,wessan,False,-122.7180576,Western Sandpiper
S15846172,34.0991916,False,Mugu Lagoon--east arm,2013-11-28 15:35,Calidris mauri,100,L382471,True,wessan,False,-119.0815092,Western Sandpiper
S15787962,46.2265811,False,Fort Stevens SP--Parking Area D,2013-11-28 11:44,Calidris mauri,3,L1303189,True,wessan,False,-123.9901543,Western Sandpiper
S22188791,24.166802,False,Carretera 15/Culiacán-Mazatlán,2013-11-28 06:00,Calidris mauri,2915,L500966,True,wessan,False,-107.010956,Western Sandpiper
S15841311,33.7874582,False,Ken Malloy Harbor Regional Park,2013-11-29 14:30,Calidris mauri,2,L1552663,True,wessan,False,-118.2939363,Western Sandpiper
S17390647,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2013-11-29 11:30,Calidris mauri,187,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S15813898,33.7026531,False,Bolsa Chica Ecological Reserve,2013-11-30 15:55,Calidris mauri,1,L164929,True,wessan,False,-118.050735,Western Sandpiper
S15810097,46.9648907,False,Ocean Shores -- Bill's Spit,2013-11-30 12:41,Calidris mauri,200,L269804,True,wessan,False,-124.1339435,Western Sandpiper
S15842410,28.4610029,False,Estero Cardonal,2013-11-30 09:03,Calidris mauri,137,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S15843739,35.672219,False,China Lake NAWS--Sewage Ponds (restricted access),2013-12-01 14:00,Calidris mauri,1,L772068,True,wessan,False,-117.63834,Western Sandpiper
S15845777,37.8458334,False,Pt. Emery,2013-12-02 14:30,Calidris mauri,50,L622485,True,wessan,False,-122.30106,Western Sandpiper
S15845096,33.6965128,False,Bolsa Chica--walkbridge/inner bay,2013-12-03 15:00,Calidris mauri,,L1165694,True,wessan,False,-118.0451372,Western Sandpiper
S18126171,32.0214087,False,Ciénega Santa Clara,2013-12-03 07:50,Calidris mauri,,L733388,True,wessan,False,-114.8905563,Western Sandpiper
S165525982,33.0972222,False,Salton Sea--Poe Rd.,2013-12-04 16:05,Calidris mauri,,L686135,True,wessan,False,-115.7527256,Western Sandpiper
S15873196,38.0241261,False,Martinez Regional Shoreline Park,2013-12-05 15:00,Calidris mauri,2,L192708,True,wessan,False,-122.1401596,Western Sandpiper
S15869320,48.094649,False,Marlyn Nelson County Park,2013-12-05 08:25,Calidris mauri,1,L390083,True,wessan,False,-123.045845,Western Sandpiper
S18126346,31.3415046,False,Bahía la Cholla,2013-12-05 10:12,Calidris mauri,,L552814,True,wessan,False,-113.6154211,Western Sandpiper
S15879466,37.7066631,False,Candlestick Shoreline (SM Co.),2013-12-06 16:00,Calidris mauri,10,L1433536,True,wessan,False,-122.393728,Western Sandpiper
S15904501,20.6724824,True,Estero Rio Ameca,2013-12-06 15:00,Calidris mauri,100,L1779408,True,wessan,False,-105.2812167,Western Sandpiper
S15890854,32.7899172,True,Sail Bay--Bayside Walk,2013-12-07 15:15,Calidris mauri,2,L2457423,True,wessan,False,-117.2509217,Western Sandpiper
