subId,lat,locationPrivate,locName,obsDt,sciName,howMany,locId,obsValid,speciesCode,obsReviewed,lng,comName
S16804773,37.7381243,False,Heron's Head Park,2014-02-05 16:30,Calidris mauri,2,L502380,True,wessan,False,-122.3725462,Western Sandpiper
S18192999,33.1788315,False,Sonny Bono Salton Sea NWR--Rock Hill Trail,2014-02-06 16:45,Calidris mauri,40,L465122,True,wessan,False,-115.6226921,Western Sandpiper
S22792673,49.059,False,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),2014-02-06 13:00,Calidris mauri,3,L285197,True,wessan,True,-122.879,Western Sandpiper
S16837265,33.0084139,False,San Elijo Lagoon--west,2014-02-07 16:00,Calidris mauri,20,L761141,True,wessan,False,-117.271476,Western Sandpiper
S16835657,48.9666667,False,Drayton Harbor,2014-02-07 15:05,Calidris mauri,15,L109536,True,wessan,False,-122.75,Western Sandpiper
S30391981,33.7052492,False,Bolsa Chica SB,2014-02-08 18:00,Calidris mauri,,L813476,True,wessan,False,-118.0578806,Western Sandpiper
S16846985,48.4988626,False,March Point,2014-02-08 14:42,Calidris mauri,2,L726782,True,wessan,False,-122.5581551,Western Sandpiper
S17658501,26.405194,True,Navopatia Field Station,2014-02-08 07:00,Calidris mauri,75,L1474484,True,wessan,False,-109.2345923,Western Sandpiper
S16867334,32.7568803,False,San Diego River mudflats (including Robb Field & north side),2014-02-09 16:35,Calidris mauri,,L506275,True,wessan,False,-117.2401432,Western Sandpiper
S16869519,49.059,False,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),2014-02-09 12:35,Calidris mauri,1,L285197,True,wessan,True,-122.879,Western Sandpiper
S16886720,34.1226943,False,Ormond Beach--Arnold Rd.,2014-02-10 16:48,Calidris mauri,4,L1861949,True,wessan,False,-119.156529,Western Sandpiper
S16923933,37.7341691,False,India Basin Shoreline Park,2014-02-11 16:00,Calidris mauri,2,L590792,True,wessan,False,-122.3753651,Western Sandpiper
S16887739,21.6070037,False,Granja de Camarón Chacalilla,2014-02-11 06:30,Calidris mauri,,L592109,True,wessan,False,-105.2806091,Western Sandpiper
S16904921,40.8604405,False,Arcata Marsh--Gearheart Marsh,2014-02-12 10:45,Calidris mauri,,L1344700,True,wessan,False,-124.0946509,Western Sandpiper
S16904492,31.8335972,True,"playa hermosa, Ensenada",2014-02-12 11:00,Calidris mauri,1,L2577027,True,wessan,False,-116.6102386,Western Sandpiper
S16927554,34.1564737,False,Los Angeles River--Glendale Narrows Riverwalk area,2014-02-13 14:00,Calidris mauri,30,L2376387,True,wessan,False,-118.2869196,Western Sandpiper
S16938639,36.8103654,False,Moonglow Dairy (Fri-Sun only; closed Mon-Thur),2014-02-14 13:46,Calidris mauri,6,L306035,True,wessan,False,-121.7667337,Western Sandpiper
S16944390,31.2885203,False,Las Conchas (pueblo),2014-02-14 17:20,Calidris mauri,100,L1520830,True,wessan,False,-113.4900476,Western Sandpiper
S16978520,-2.6224888,True,Laguna Acumbe,2014-02-14 16:00,Calidris mauri,2,L1883732,True,wessan,False,-80.4532129,Western Sandpiper
S16972322,37.5486944,False,Canvasback Way--public shore,2014-02-15 15:50,Calidris mauri,300,L1028652,True,wessan,False,-122.239809,Western Sandpiper
S16976658,48.0163329,True,5333 Bercot Road,2014-02-15 07:30,Calidris mauri,32,L2614460,True,wessan,False,-122.5429335,Western Sandpiper
S16973304,31.2885203,False,Las Conchas (pueblo),2014-02-15 17:20,Calidris mauri,6,L1520830,True,wessan,False,-113.4900476,Western Sandpiper
S16989338,22.2202642,True,francisco villa,2014-02-15 09:00,Calidris mauri,,L881674,True,wessan,False,-105.3322148,Western Sandpiper
S17007792,34.4076516,False,UCSB--Campus Lagoon,2014-02-16 14:41,Calidris mauri,1,L1072372,True,wessan,False,-119.845165,Western Sandpiper
S17013742,31.2885203,False,Las Conchas (pueblo),2014-02-16 16:27,Calidris mauri,10,L1520830,True,wessan,False,-113.4900476,Western Sandpiper
S17062401,34.1113782,False,Pt. Mugu Naval Air Station (restricted access),2014-02-17 15:33,Calidris mauri,15,L373997,True,wessan,False,-119.111495,Western Sandpiper
S17033682,31.2874132,False,Estero de Morúa,2014-02-17 07:05,Calidris mauri,60,L1414828,True,wessan,False,-113.4333468,Western Sandpiper
S17093127,40.7251448,False,Humboldt Bay--South Spit,2014-02-18 15:50,Calidris mauri,150,L370924,True,wessan,False,-124.2533112,Western Sandpiper
S17107880,40.864728,False,Arcata Bottoms--V St. Loop,2014-02-19 16:00,Calidris mauri,,L578591,True,wessan,False,-124.120967,Western Sandpiper
S17178984,32.7859669,True,Crown Point,2014-02-20 16:45,Calidris mauri,,L1902031,True,wessan,False,-117.2325552,Western Sandpiper
S17121525,21.4809405,False,Arroyo Aticama--Desembocadura,2014-02-20 16:00,Calidris mauri,,L498604,True,wessan,False,-105.2008188,Western Sandpiper
S17134844,37.4359191,False,Charleston Slough/Coast Casey Forebay,2014-02-21 17:08,Calidris mauri,,L730351,True,wessan,False,-122.098918,Western Sandpiper
S17391162,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2014-02-21 12:53,Calidris mauri,727,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S17170763,34.4079719,True,Lake Casitas-east shore,2014-02-22 16:00,Calidris mauri,6,L2675134,True,wessan,False,-119.3246984,Western Sandpiper
S22189211,24.0477181,False,Sistema Lagunar Ceuta,2014-02-22 06:00,Calidris mauri,1051,L3452217,True,wessan,False,-107.0933533,Western Sandpiper
S17174765,37.4560373,True,charleston slough,2014-02-23 17:30,Calidris mauri,1,L2675858,True,wessan,False,-122.1157837,Western Sandpiper
S17184336,33.9695101,False,Ballona Creek--lower,2014-02-24 12:50,Calidris mauri,10,L738199,True,wessan,False,-118.4419352,Western Sandpiper
S17205729,32.795011,True,US-CA-San Diego-2211 Pacific Beach Dr,2014-02-25 16:01,Calidris mauri,10,L2679294,True,wessan,False,-117.226222,Western Sandpiper
S17220826,32.7597508,False,San Diego River--estuary (Old Sea World Dr.),2014-02-26 15:35,Calidris mauri,1,L757716,True,wessan,False,-117.2179803,Western Sandpiper
S17232095,38.5836668,False,Davis Wetlands,2014-02-27 17:00,Calidris mauri,15,L442170,True,wessan,True,-121.6371918,Western Sandpiper
S17232927,21.5345954,False,Estanque de San Blas,2014-02-27 16:02,Calidris mauri,,L498144,True,wessan,False,-105.2803859,Western Sandpiper
S17287454,32.7568803,False,San Diego River mudflats (including Robb Field & north side),2014-02-28 15:40,Calidris mauri,,L506275,True,wessan,False,-117.2401432,Western Sandpiper
S17254467,37.7381243,False,Heron's Head Park,2014-03-01 16:00,Calidris mauri,12,L502380,True,wessan,False,-122.3725462,Western Sandpiper
S17245957,28.7914163,False,Estero Santa Cruz,2014-03-01 08:30,Calidris mauri,4,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17369829,32.5915005,False,Bayshore Bikeway--7th Street (Ponds 10/10A),2014-03-02 16:20,Calidris mauri,40,L367640,True,wessan,False,-117.1180604,Western Sandpiper
S17316416,31.3169813,True,Playa Bonita,2014-03-02,Calidris mauri,2,L2694704,True,wessan,False,-113.55546,Western Sandpiper
S17290322,33.6308076,False,Upper Newport Bay--Back Bay Dr. parking lot,2014-03-03 16:00,Calidris mauri,8,L817703,True,wessan,False,-117.8856719,Western Sandpiper
S17392163,28.7914163,False,Estero Santa Cruz,2014-03-03 12:54,Calidris mauri,1,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17310897,21.5474358,False,Mirador de las Garzas--Laguna Oeste,2014-03-03 16:55,Calidris mauri,,L1317110,True,wessan,False,-105.2610612,Western Sandpiper
S17312348,40.8458831,False,"Humboldt Bay--northeast tidal wetlands (Jacoby Creek mouth, observation deck, & bay trail)",2014-03-04 15:40,Calidris mauri,,L340454,True,wessan,False,-124.0832848,Western Sandpiper
S17341305,33.0826963,False,Salton Sea NWR--Unit 1 (no public access north of observation deck),2014-03-05 15:13,Calidris mauri,6,L385867,True,wessan,False,-115.7097244,Western Sandpiper
S17319560,28.7914163,False,Estero Santa Cruz,2014-03-05 10:30,Calidris mauri,100,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17336380,32.5665347,False,Seacoast Drive to Tijuana River mouth,2014-03-06 10:30,Calidris mauri,45,L418748,True,wessan,False,-117.1322003,Western Sandpiper
S17586527,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2014-03-06 10:51,Calidris mauri,79,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S17370530,40.857361,False,Arcata Marsh and Wildlife Sanctuary,2014-03-07 17:30,Calidris mauri,,L189487,True,wessan,False,-124.094612,Western Sandpiper
S17366481,37.8980248,False,Pt. Isabel Regional Shoreline (please do not use for areas northwest of dog park),2014-03-08 16:50,Calidris mauri,2,L507756,True,wessan,False,-122.3237228,Western Sandpiper
S29240005,28.7914163,False,Estero Santa Cruz,2014-03-08 08:49,Calidris mauri,403,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17367930,20.7259471,False,Laguna de Quelele,2014-03-08 16:30,Calidris mauri,200,L1907609,True,wessan,False,-105.2912618,Western Sandpiper
S17552501,19.1962559,True,Mx - Jalisco - Barra de Navidad,2014-03-08 15:30,Calidris mauri,4,L2728010,True,wessan,False,-104.6763611,Western Sandpiper
S17380915,33.8854488,False,San Jacinto Wildlife Area,2014-03-09 16:48,Calidris mauri,2,L163561,True,wessan,False,-117.104104,Western Sandpiper
S17373116,31.7775956,False,Complejo Turístico Playa Estero,2014-03-09 06:00,Calidris mauri,30,L368165,True,wessan,False,-116.6163754,Western Sandpiper
S17378362,27.9618001,False,Estero El Soldado,2014-03-09 09:00,Calidris mauri,3,L389236,True,wessan,False,-110.9743166,Western Sandpiper
S17378050,20.6673033,True,BOCA DE TOMATES,2014-03-09,Calidris mauri,20,L235090,True,wessan,False,-105.2511438,Western Sandpiper
S17395093,33.3200348,True,Salton City - Yacht Club Drive at Flamingo Avenue,2014-03-10 14:10,Calidris mauri,2,L2705977,True,wessan,False,-115.937326,Western Sandpiper
S17407706,44.6180325,False,Yaquina Bay,2014-03-10 16:20,Calidris mauri,2,L157119,True,wessan,False,-124.023757,Western Sandpiper
S17479565,28.7914163,False,Estero Santa Cruz,2014-03-10 13:00,Calidris mauri,600,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S47714665,21.5337126,False,Rio La Tovara,2014-03-10 15:00,Calidris mauri,4,L293450,True,wessan,False,-105.2530539,Western Sandpiper
S17406453,40.857361,False,Arcata Marsh and Wildlife Sanctuary,2014-03-11 13:00,Calidris mauri,,L189487,True,wessan,False,-124.094612,Western Sandpiper
S79945086,33.0218626,False,San Elijo SB & Campground,2014-03-12 15:43,Calidris mauri,1,L2390732,True,wessan,False,-117.2852245,Western Sandpiper
S17445979,21.5688146,False,Rancho El Destierro,2014-03-12 07:05,Calidris mauri,4,L234197,True,wessan,False,-102.1520283,Western Sandpiper
S22475440,37.5635405,False,Foster City Shell Bar,2014-03-13 15:00,Calidris mauri,48,L467982,True,wessan,False,-122.248714,Western Sandpiper
S17435426,37.498727,False,Don Edwards NWR--Ravenswood Salt Ponds R1/R2,2014-03-14 16:25,Calidris mauri,300,L381276,True,wessan,False,-122.1415758,Western Sandpiper
S17586614,28.4610029,False,Estero Cardonal,2014-03-14 10:36,Calidris mauri,17,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S17451888,33.7026531,False,Bolsa Chica Ecological Reserve,2014-03-15 15:13,Calidris mauri,1,L164929,True,wessan,False,-118.050735,Western Sandpiper
S26798096,32.6018801,False,Bayshore Bikeway--Emory Cove & Pond 11,2014-03-16 14:00,Calidris mauri,,L761524,True,wessan,False,-117.1238114,Western Sandpiper
S17463744,27.9535809,False,Empalme--Paso Elevado,2014-03-16 09:45,Calidris mauri,,L274680,True,wessan,False,-110.8359123,Western Sandpiper
S17486651,32.6049209,False,San Diego Bay NWR--SoCal Saltworks (restricted access),2014-03-17 12:15,Calidris mauri,300,L2047403,True,wessan,False,-117.1062324,Western Sandpiper
S203380340,23.6372276,False,ANP Meseta de Cacaxtla,2014-03-17,Calidris mauri,,L675253,True,wessan,False,-106.6723652,Western Sandpiper
S17480966,21.5474358,False,Mirador de las Garzas--Laguna Oeste,2014-03-17 06:00,Calidris mauri,,L1317110,True,wessan,False,-105.2610612,Western Sandpiper
S17499022,37.498727,False,Don Edwards NWR--Ravenswood Salt Ponds R1/R2,2014-03-18 17:52,Calidris mauri,1000,L381276,True,wessan,False,-122.1415758,Western Sandpiper
S17586305,28.7914163,False,Estero Santa Cruz,2014-03-18 11:45,Calidris mauri,1275,L500723,True,wessan,True,-111.9012451,Western Sandpiper
S17511150,35.8448951,False,Ton Tache Wetlands (Atwell Island BLM),2014-03-19 18:49,Calidris mauri,5,L930528,True,wessan,False,-119.497932,Western Sandpiper
S17537912,37.768607,True,US-CA-San Francisco-64 Pier,2014-03-20 15:24,Calidris mauri,30,L2725639,True,wessan,False,-122.384455,Western Sandpiper
S17553665,37.5886459,False,"Coyote Point County Park--yacht club, harbor and freshwater marsh",2014-03-21 18:54,Calidris mauri,1000,L997003,True,wessan,False,-122.3152274,Western Sandpiper
S17558935,32.7592345,False,Mission Beach & north jetty,2014-03-22 18:10,Calidris mauri,2,L634095,True,wessan,False,-117.2536002,Western Sandpiper
S22189341,24.0477181,False,Sistema Lagunar Ceuta,2014-03-22 06:00,Calidris mauri,726,L3452217,True,wessan,False,-107.0933533,Western Sandpiper
S17576595,37.7525975,False,Elsie Roemer Bird Sanctuary,2014-03-23 20:15,Calidris mauri,300,L509134,True,wessan,False,-122.2473836,Western Sandpiper
S17588728,33.7711322,False,Colorado Lagoon,2014-03-24 16:50,Calidris mauri,26,L288881,True,wessan,False,-118.1334941,Western Sandpiper
S17588188,46.893277,False,Bottle Beach,2014-03-24 09:30,Calidris mauri,,L268372,True,wessan,False,-124.0468136,Western Sandpiper
S17586768,28.9747693,True,Estero Santa Rosa,2014-03-24 12:38,Calidris mauri,2,L2704954,True,wessan,False,-112.1664512,Western Sandpiper
S17584684,21.5474358,False,Mirador de las Garzas--Laguna Oeste,2014-03-24 06:15,Calidris mauri,,L1317110,True,wessan,False,-105.2610612,Western Sandpiper
S17602370,33.463836,True,US-CA-Thermal-91000-91930 81st Ave,2014-03-25 17:55,Calidris mauri,20,L2735683,True,wessan,False,-116.06303,Western Sandpiper
S17604839,26.703572,True,Yavaros,2014-03-25 08:45,Calidris mauri,45,L1482529,True,wessan,False,-109.524014,Western Sandpiper
S17635181,40.857361,False,Arcata Marsh and Wildlife Sanctuary,2014-03-26 17:30,Calidris mauri,,L189487,True,wessan,False,-124.094612,Western Sandpiper
S17625262,33.7026531,False,Bolsa Chica Ecological Reserve,2014-03-27 13:21,Calidris mauri,400,L164929,True,wessan,False,-118.050735,Western Sandpiper
S17636906,34.4136013,False,Coal Oil Point Reserve--Devereux Slough,2014-03-28 18:30,Calidris mauri,20,L615794,True,wessan,False,-119.8756027,Western Sandpiper
S17634831,46.6198174,False,Willapa NWR--Leadbetter Point--bay side,2014-03-28 16:20,Calidris mauri,2,L599784,True,wessan,False,-124.0507935,Western Sandpiper
S17658712,33.014057,True,US-CA-Encinitas-2626-2710 Manchester Ave,2014-03-29 18:07,Calidris mauri,,L2742929,True,wessan,False,-117.275049,Western Sandpiper
S17655984,46.6198174,False,Willapa NWR--Leadbetter Point--bay side,2014-03-29 15:25,Calidris mauri,80,L599784,True,wessan,False,-124.0507935,Western Sandpiper
S17655689,28.7914163,False,Estero Santa Cruz,2014-03-29 13:17,Calidris mauri,15,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17723567,33.7026531,False,Bolsa Chica Ecological Reserve,2014-03-30 15:45,Calidris mauri,10,L164929,True,wessan,False,-118.050735,Western Sandpiper
S17689681,37.498727,False,Don Edwards NWR--Ravenswood Salt Ponds R1/R2,2014-03-31 18:17,Calidris mauri,30,L381276,True,wessan,False,-122.1415758,Western Sandpiper
S17803667,28.7914163,False,Estero Santa Cruz,2014-03-31 11:12,Calidris mauri,75,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17704233,32.778342,True,Fiesta Island area,2014-04-01 19:00,Calidris mauri,1,L372574,True,wessan,False,-117.2198569,Western Sandpiper
S17723259,28.7914163,False,Estero Santa Cruz,2014-04-01 12:45,Calidris mauri,,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S105270619,38.2193756,False,Buchli Station Rd.,2014-04-02 17:30,Calidris mauri,1,L2361914,True,wessan,False,-122.3312573,Western Sandpiper
S17739360,37.892331,False,Albany Mudflats,2014-04-03 16:00,Calidris mauri,,L484238,True,wessan,False,-122.3117995,Western Sandpiper
S17734316,31.7775956,False,Complejo Turístico Playa Estero,2014-04-03 07:00,Calidris mauri,,L368165,True,wessan,False,-116.6163754,Western Sandpiper
S17803830,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2014-04-03 11:00,Calidris mauri,10,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S18520179,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2014-04-04 18:00,Calidris mauri,8,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S17761795,38.3333418,False,Bodega Bay--Porto Bodega,2014-04-05 17:29,Calidris mauri,20,L1064231,True,wessan,False,-123.0520463,Western Sandpiper
S17765521,28.7914163,False,Estero Santa Cruz,2014-04-05 10:10,Calidris mauri,18,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17781815,37.5316305,False,Don Edwards NWR (ALA Co.),2014-04-06 18:40,Calidris mauri,,L500360,True,wessan,False,-122.0733619,Western Sandpiper
S17930976,20.6806908,True,"Mayan Palace Resort, Nuevo Vallarta",2014-04-06 18:00,Calidris mauri,1,L2783419,True,wessan,False,-105.2850831,Western Sandpiper
S17937574,37.8047658,False,Presidio--Crissy Field Lagoon,2014-04-07 16:00,Calidris mauri,1,L1004802,True,wessan,False,-122.4562311,Western Sandpiper
S17802286,49.0767445,False,Delta—Boundary Bay - 104th St.,2014-04-07 08:30,Calidris mauri,,L340154,True,wessan,False,-122.9350166,Western Sandpiper
S17803730,28.9747693,True,Estero Santa Rosa,2014-04-07 11:15,Calidris mauri,2,L2704954,True,wessan,False,-112.1664512,Western Sandpiper
S17796300,21.5474358,False,Mirador de las Garzas--Laguna Oeste,2014-04-07 11:30,Calidris mauri,,L1317110,True,wessan,False,-105.2610612,Western Sandpiper
S17834516,37.7381243,False,Heron's Head Park,2014-04-08 17:30,Calidris mauri,20,L502380,True,wessan,False,-122.3725462,Western Sandpiper
S17837038,34.1767221,False,Sepulveda Basin--East of Woodley Ave,2014-04-09 17:55,Calidris mauri,4,L194688,True,wessan,False,-118.4737308,Western Sandpiper
S17973751,21.5345954,False,Estanque de San Blas,2014-04-09 16:10,Calidris mauri,,L498144,True,wessan,False,-105.2803859,Western Sandpiper
S17836328,35.1289,False,California City Central Park,2014-04-10 17:00,Calidris mauri,1,L163614,True,wessan,False,-117.9454722,Western Sandpiper
S17830405,20.2288889,False,Playa Villa del Mar,2014-04-10 07:00,Calidris mauri,7,L813346,True,wessan,False,-105.5572222,Western Sandpiper
S17855149,35.90652,True,Pixley NWR,2014-04-11 18:40,Calidris mauri,,L2772806,True,wessan,False,-119.37585,Western Sandpiper
S17939449,49.6620567,False,Comox--Goose Spit Park,2014-04-11 19:00,Calidris mauri,30,L499076,True,wessan,False,-124.9115611,Western Sandpiper
S17926179,20.6757477,False,Rio Ameca--Desembocadura (Nayarit),2014-04-11 10:00,Calidris mauri,,L990064,True,wessan,False,-105.2817847,Western Sandpiper
S23023133,34.6827698,False,Surf Beach,2014-04-12 17:17,Calidris mauri,5,L969581,True,wessan,False,-120.6056356,Western Sandpiper
S17907182,45.2639938,False,Blount Swale overlook (restricted access),2014-04-12 19:00,Calidris mauri,2,L2159919,True,wessan,False,-122.6556319,Western Sandpiper
S17973844,21.6173833,False,Chacalilla (pueblo),2014-04-12 07:11,Calidris mauri,,L895900,True,wessan,False,-105.2687123,Western Sandpiper
S17890437,37.498727,False,Don Edwards NWR--Ravenswood Salt Ponds R1/R2,2014-04-13 17:45,Calidris mauri,10,L381276,True,wessan,False,-122.1415758,Western Sandpiper
S17872326,45.5217439,False,Bayocean Spit--bay (east) side,2014-04-13 09:25,Calidris mauri,7,L285627,True,wessan,False,-123.9484406,Western Sandpiper
S20455224,48.5441542,False,Samish Flats,2014-04-13 17:55,Calidris mauri,1,L267117,True,wessan,False,-122.4684341,Western Sandpiper
S17896428,37.5220346,True,Don Edwards NWR- salt ponds,2014-04-14 17:27,Calidris mauri,5,L1134119,True,wessan,False,-122.0966949,Western Sandpiper
S17943851,47.4378813,False,Theler Wetlands,2014-04-14 14:00,Calidris mauri,1,L250091,True,wessan,True,-122.8411134,Western Sandpiper
S17913420,33.6637274,False,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",2014-04-15 18:50,Calidris mauri,30,L109339,True,wessan,False,-117.8426814,Western Sandpiper
S17906577,45.7574596,False,Sauvie Island--Rentenaar Rd.,2014-04-15 09:45,Calidris mauri,1,L279044,True,wessan,False,-122.776551,Western Sandpiper
S18209525,49.06564,False,Delta--Brunswick Point,2014-04-15 10:40,Calidris mauri,,L348443,True,wessan,False,-123.15415,Western Sandpiper
S17969340,30.2744864,True,Puerto Lobos,2014-04-15 06:00,Calidris mauri,,L2790220,True,wessan,False,-112.8495026,Western Sandpiper
S17973890,22.2202642,True,francisco villa,2014-04-15 15:49,Calidris mauri,,L881674,True,wessan,False,-105.3322148,Western Sandpiper
S17926390,33.6849473,False,"Harriett M. Wieder Regional Park, Huntington Beach",2014-04-16 18:50,Calidris mauri,100,L464247,True,wessan,False,-118.0223304,Western Sandpiper
S17919145,48.151945,False,Three Crabs,2014-04-16 08:30,Calidris mauri,6,L265438,True,wessan,False,-123.1222855,Western Sandpiper
S17925590,48.4763354,False,Saanich--Panama Flats,2014-04-16 17:45,Calidris mauri,2,L633025,True,wessan,False,-123.4029007,Western Sandpiper
S17924114,28.7914163,False,Estero Santa Cruz,2014-04-16 14:07,Calidris mauri,97,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S17940077,40.950814,True,McKinleyville--Fernwood Fowler home,2014-04-17 22:40,Calidris mauri,2,L927567,True,wessan,False,-124.1063809,Western Sandpiper
S17939151,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2014-04-17 18:00,Calidris mauri,100,L463228,True,wessan,True,-122.9128075,Western Sandpiper
S17932601,48.1666667,False,Crockett Lake,2014-04-17 12:40,Calidris mauri,1,L109534,True,wessan,False,-122.65,Western Sandpiper
S17936501,48.4763354,False,Saanich--Panama Flats,2014-04-17 13:05,Calidris mauri,4,L633025,True,wessan,False,-123.4029007,Western Sandpiper
S18663043,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2014-04-17 10:48,Calidris mauri,174,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S17959199,37.4359191,False,Charleston Slough/Coast Casey Forebay,2014-04-18 19:22,Calidris mauri,200,L730351,True,wessan,False,-122.098918,Western Sandpiper
S17950971,46.033006,True,US-OR-Seaside-25th St. overlook,2014-04-18 16:30,Calidris mauri,25,L2786835,True,wessan,False,-123.911268,Western Sandpiper
S17953740,46.9011251,False,Westhaven SP,2014-04-18 16:00,Calidris mauri,25,L1875831,True,wessan,False,-124.1268446,Western Sandpiper
S17951691,48.3590448,False,Sooke--Whiffin Spit Park,2014-04-18 16:15,Calidris mauri,2,L351678,True,wessan,False,-123.7175942,Western Sandpiper
S17971329,40.7251448,False,Humboldt Bay--South Spit,2014-04-19 18:45,Calidris mauri,100,L370924,True,wessan,False,-124.2533112,Western Sandpiper
S17985320,44.9628966,True,Covill Rd,2014-04-19 20:45,Calidris mauri,,L2792667,True,wessan,False,-123.2302201,Western Sandpiper
S17970056,48.151945,False,Three Crabs,2014-04-19 18:30,Calidris mauri,36,L265438,True,wessan,False,-123.1222855,Western Sandpiper
S17975450,49.1175908,True,"Tofino, Jensen's Bay",2014-04-19 16:45,Calidris mauri,40,L473166,True,wessan,False,-125.8814335,Western Sandpiper
S17973103,31.5798126,True,Playa sur del Golfo de Santa Clara (El Tornillal),2014-04-19 07:10,Calidris mauri,150,L2790648,True,wessan,False,-114.3199539,Western Sandpiper
S17989604,34.1767221,False,Sepulveda Basin--East of Woodley Ave,2014-04-20 18:24,Calidris mauri,4,L194688,True,wessan,False,-118.4737308,Western Sandpiper
S17989931,44.4274055,False,Finley Rd. Conservation Wetland,2014-04-20 19:12,Calidris mauri,1,L1077570,True,wessan,False,-123.3021355,Western Sandpiper
S18227793,46.754211,True,Big Hanaford Rd. - Centralia,2014-04-20,Calidris mauri,3,L817240,True,wessan,False,-122.8317833,Western Sandpiper
S17988353,48.4763354,False,Saanich--Panama Flats,2014-04-20 11:30,Calidris mauri,2,L633025,True,wessan,False,-123.4029007,Western Sandpiper
S17998760,31.2579626,False,Estero de la Pinta,2014-04-20 10:49,Calidris mauri,25,L3741500,True,wessan,False,-113.2362127,Western Sandpiper
S18025963,38.32361,True,"Bodega Bay, CA",2014-04-21 18:30,Calidris mauri,3,L1786022,True,wessan,False,-123.04069,Western Sandpiper
S18023671,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2014-04-21 17:30,Calidris mauri,12,L463228,True,wessan,False,-122.9128075,Western Sandpiper
S18013546,47.2813233,False,Port of Tacoma - Alexander Avenue,2014-04-21 16:02,Calidris mauri,7,L1280707,True,wessan,False,-122.411567,Western Sandpiper
S18028188,48.43874,False,Oak Bay--Cattle Point,2014-04-21 13:30,Calidris mauri,3,L348477,True,wessan,False,-123.29416,Western Sandpiper
S18043439,38.2027785,False,Napa-Sonoma Marshes WA--Green Island Unit,2014-04-22 18:00,Calidris mauri,3000,L1060866,True,wessan,False,-122.3031521,Western Sandpiper
S18038441,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2014-04-22 18:30,Calidris mauri,200,L463228,True,wessan,True,-122.9128075,Western Sandpiper
S18036768,47.2515553,False,Gog-Le-Hi-Te Mitigated Wetlands,2014-04-22 14:30,Calidris mauri,18,L284679,True,wessan,False,-122.4103975,Western Sandpiper
S18031268,58.5283716,False,Eagle Beach SRA,2014-04-22 08:45,Calidris mauri,2,L390227,True,wessan,False,-134.8270512,Western Sandpiper
S18037511,48.4763354,False,Saanich--Panama Flats,2014-04-22 13:15,Calidris mauri,40,L633025,True,wessan,False,-123.4029007,Western Sandpiper
S18059200,36.2772855,True,Field along Demaree,2014-04-23 19:00,Calidris mauri,,L2803691,True,wessan,False,-119.3337965,Western Sandpiper
S18048156,42.4336881,False,White City Lagoons (Kirtland Rd. Ponds),2014-04-23 11:30,Calidris mauri,1,L463228,True,wessan,False,-122.9128075,Western Sandpiper
S18052149,47.1004537,False,Luhr Beach,2014-04-23 17:00,Calidris mauri,400,L464767,True,wessan,False,-122.7266407,Western Sandpiper
S18077205,58.5283716,False,Eagle Beach SRA,2014-04-23 15:05,Calidris mauri,3,L390227,True,wessan,False,-134.8270512,Western Sandpiper
S18050917,48.4763354,False,Saanich--Panama Flats,2014-04-23 17:40,Calidris mauri,8,L633025,True,wessan,False,-123.4029007,Western Sandpiper
S18664469,28.9747693,True,Estero Santa Rosa,2014-04-23 17:38,Calidris mauri,70,L2704954,True,wessan,False,-112.1664512,Western Sandpiper
S18079371,38.2262552,False,Shollenberger Park,2014-04-24 22:00,Calidris mauri,,L198798,True,wessan,False,-122.5976274,Western Sandpiper
S18066021,44.0633762,False,EWEB wetlands,2014-04-24 19:35,Calidris mauri,,L1979702,True,wessan,False,-123.1703811,Western Sandpiper
